,id,type,nom,arrondissement,geo_point_2d
21319,22097,metro,Bastille,11,"48.85342546167958, 2.3695064282001996"
21320,22231,metro,Brochant,17,"48.89062201553531, 2.320190246899945"
21321,22224,metro,Miromesnil,8,"48.87344791578158, 2.316010693121024"
21322,22206,metro,Michel Bizot,12,"48.837000553937266, 2.4022804270646896"
21323,22208,metro,Porte de Charenton,12,"48.83344922286575, 2.402511872850073"
21325,22194,metro,Madeleine,1,"48.869565616104076, 2.326027211772999"
21326,22177,metro,Bel-Air,12,"48.84142733221987, 2.400867131995259"
21328,22152,metro,Château Rouge,18,"48.88724193063536, 2.3495819680256593"
21329,22167,metro,Picpus,12,"48.84501767718899, 2.4012482694538284"
21330,22169,metro,Nationale,13,"48.83318160405331, 2.3628579580876203"
21331,22135,metro,Vavin,6,"48.84224209343836, 2.3290239174611695"
21332,22131,metro,Raspail,14,"48.83915635951187, 2.3304669937198725"
21333,22141,metro,Porte de Clignancourt,18,"48.89755778140513, 2.3447472731828842"
21334,22367,metro,Château Landon,10,"48.878441455718786, 2.3620179355106075"
21337,22377,metro,Poissonnière,9,"48.877164849236614, 2.348739751390073"
21338,22385,metro,Maison Blanche,13,"48.82216816830109, 2.3585387043161337"
21341,463084,metro,Duroc,15,"48.84668027283798, 2.3162843486517035"
21342,463063,metro,Madeleine,9,"48.86964623636387, 2.3259702743206723"
21343,463069,metro,Europe,8,"48.87875316403115, 2.32218591952051"
21344,463070,metro,Wagram,17,"48.8838463907136, 2.3046730875844337"
21345,463073,metro,Porte de Clignancourt,18,"48.89752563126444, 2.344624099102791"
21348,463054,metro,Oberkampf,11,"48.86487188758151, 2.368223670880745"
21349,463020,metro,Campo-Formio,13,"48.835542933735645, 2.3587419566993453"
21350,463027,metro,Ourcq,19,"48.8869159531814, 2.3866520167598835"
21351,463026,metro,Place d'Italie,13,"48.83154938470357, 2.3553309022364415"
21352,463030,metro,Porte de Choisy,13,"48.820055929134405, 2.3646785940494577"
21353,463009,metro,Stalingrad,19,"48.88432054885625, 2.365774370558169"
21354,463315,metro,Ségur,15,"48.847167269981334, 2.3071378494033845"
21355,463308,metro,Saint-Placide,6,"48.84700665157568, 2.3270548150663117"
21358,21986,metro,Charles Michels,15,"48.84636172346878, 2.2856243417995743"
21359,463186,metro,Glacière,13,"48.831115947602726, 2.3434382366787037"
21360,21992,metro,Rambuteau,4,"48.8611901569367, 2.353273948594771"
21361,463188,metro,Havre-Caumartin,9,"48.87375683251518, 2.3276772082794035"
21362,21966,metro,Châtelet,4,"48.85776111353136, 2.3478374055687863"
21363,463161,metro,Cité,4,"48.854921061462136, 2.3473610517622245"
21364,21977,metro,Vaneau,6,"48.84870050681717, 2.321227717195941"
21367,463118,metro,Alésia,14,"48.828152157689786, 2.3271926250651642"
21368,463113,metro,Blanche,9,"48.883766354463546, 2.3324843754343627"
21370,463132,metro,Bolivar,19,"48.88078980551832, 2.3741521406987514"
21371,463101,metro,Passy,16,"48.85753152960673, 2.2855802300954733"
21372,463102,metro,Kléber,16,"48.871301612025476, 2.293325917989232"
21373,21952,metro,Jaurès,19,"48.88302391341574, 2.3714389599856074"
21374,21926,metro,Havre-Caumartin,9,"48.87366675193149, 2.3276511034187815"
21375,21924,metro,Miromesnil,8,"48.87377284921918, 2.3146430401104463"
21376,21937,metro,République,10,"48.86794303118725, 2.364804805140413"
21377,21936,metro,Maraîchers,20,"48.85273102046632, 2.406038544798052"
21378,21933,metro,Bonne Nouvelle,10,"48.870643316003274, 2.348494097937537"
21379,21905,metro,Oberkampf,11,"48.86458119805383, 2.3685262686038393"
21380,21906,metro,Havre-Caumartin,9,"48.873467839364395, 2.3274627984235092"
21381,463276,metro,Porte de Bagnolet,20,"48.864539372920824, 2.4087542211895423"
21382,463278,metro,Porte de Clichy,17,"48.89443128800388, 2.3132083507588095"
21383,463296,metro,Rome,17,"48.88234581878253, 2.321359173822972"
21384,463291,metro,Raspail,14,"48.839104150227726, 2.3307802165662403"
21385,463292,metro,Raspail,14,"48.8390661287867, 2.330414471235479"
21386,463262,metro,Porte des Lilas,20,"48.87663999702133, 2.4069512666208994"
21387,463232,metro,Pont Neuf,1,"48.85854633925466, 2.3417767491485417"
21388,463241,metro,Montgallet,12,"48.84400507569525, 2.390400013635364"
21389,463243,metro,Ménilmontant,11,"48.866390140131784, 2.3834303882303045"
21390,463246,metro,Opéra,9,"48.87150983277054, 2.3311289743015604"
21393,463229,metro,Pernety,14,"48.83416372095718, 2.3183236597360177"
21394,463208,metro,Les Halles,1,"48.86250484032574, 2.3461273251736805"
21396,462991,metro,Gambetta,20,"48.864972676056084, 2.397358877566647"
21397,462975,metro,La Fourche,18,"48.88743365672331, 2.325714117166135"
21398,462970,metro,Saint-Lazare,8,"48.87546213531518, 2.32546689258716"
21399,462951,metro,Porte de Saint-Ouen,18,"48.89750667703666, 2.329020946709953"
21402,26762,bus,Cadet,9,"48.875655382986594, 2.342418672789673"
21404,36909,bus,Avenue Bartholomé,15,"48.82798909700689, 2.298040478540873"
21407,21954,metro,Olympiades,13,"48.827123441415665, 2.3669231215308075"
21408,21961,metro,Madeleine,8,"48.87054467670262, 2.3258100487932776"
21409,21956,metro,Cour Saint-Emilion,12,"48.83334999723642, 2.3864649093641885"
21410,21957,metro,Bercy,12,"48.84014763511375, 2.379190908774287"
21411,463129,metro,Bercy,12,"48.8401019980202, 2.379062015227723"
21412,24408,tram,Porte de Montreuil,20,"48.8529877485054, 2.410669237494819"
21413,24419,tram,Porte de Bagnolet,20,"48.86340176469657, 2.408765768865789"
21414,24407,tram,Porte d'Aubervilliers,18,"48.898523959562866, 2.3689193307790544"
21415,24405,tram,Marie de Miribel,20,"48.85872102781498, 2.4097457105651214"
21416,24410,tram,Hôpital Robert Debré,19,"48.87949858688591, 2.401274546099593"
21437,426125,bus,Thureau - Dangin,15,"48.83021803915392, 2.293201723103641"
21471,33386,bus,Place Balard,15,"48.83628844213319, 2.2780784027674312"
21535,33396,bus,Porte de Châtillon,14,"48.824897120326305, 2.3185818475755036"
21539,470924,rail,Paris Gare de Lyon,12,"48.84359161399172, 2.373903922314229"
21542,470907,rail,Paris Gare de Lyon,12,"48.843576592660334, 2.376193249733447"
21548,472510,rail,Paris Gare de Lyon,12,"48.84371851458064, 2.374093160608477"
21549,471393,rail,Paris Gare de Lyon,12,"48.843667375444426, 2.3763556738856657"
21553,471917,rail,Magenta,10,"48.88077122026072, 2.3587441157347278"
21554,471721,rail,Magenta,10,"48.88086853305615, 2.358442933090512"
21555,41126,rail,Magenta,10,"48.880913498725754, 2.35883055929374"
21568,472747,rail,Rosa Parks,19,"48.89649949293913, 2.373867813628807"
21571,472511,rail,Invalides,7,"48.86275279428885, 2.3125389031062107"
21573,471775,rail,Musée d'Orsay,7,"48.860351434026214, 2.3267597744418103"
21583,412816,rail,Saint-Michel Notre-Dame,5,"48.85298848890332, 2.3450820615453414"
21594,412839,rail,Cité Universitaire,14,"48.82138258140952, 2.3389735447539244"
21602,41334,rail,Musée d'Orsay,7,"48.86048905466253, 2.326443679817825"
21603,41009,rail,Porte de Clichy,17,"48.89427511824707, 2.315776631877026"
21621,470826,rail,Porte de Clichy,17,"48.89430373979238, 2.316064043587774"
21622,471002,rail,Pont de l'Alma,7,"48.86235349383611, 2.2995130459303423"
21623,470841,rail,Pont Cardinet,17,"48.88852208434773, 2.3130987735404407"
21637,472653,rail,Javel,15,"48.847188312494076, 2.2779955423694154"
21652,471233,rail,Paris Austerlitz,13,"48.84040475531622, 2.368178807853333"
21653,472695,rail,Paris Austerlitz,13,"48.84046129610443, 2.3669654911594478"
21654,472323,rail,Paris Austerlitz,13,"48.84022863013438, 2.367186317187969"
21655,472865,rail,Paris Austerlitz,13,"48.84046029636775, 2.3684778860910063"
21656,41127,rail,Haussmann Saint-Lazare,9,"48.87500299551274, 2.328581428273505"
21657,471533,rail,Paris Est,10,"48.8783400642997, 2.3615555879531867"
21658,472655,rail,Paris Est,10,"48.878627759175714, 2.3615384260894863"
21659,472541,rail,Paris Est,10,"48.878399521515796, 2.360900378875758"
21660,471309,rail,Paris Est,10,"48.87880619266473, 2.3595864176687784"
21661,470740,rail,Paris Est,10,"48.87876854379924, 2.359273273246195"
21662,470734,rail,Paris Est,10,"48.8788141641432, 2.3593954280323994"
21663,471328,rail,Paris Gare du Nord,10,"48.88217955701297, 2.356395018079866"
21664,471186,rail,Paris Gare du Nord,10,"48.882471938230324, 2.357250477410507"
21665,471102,rail,Paris Gare du Nord,10,"48.88181598325735, 2.3573540247231692"
21666,471950,rail,Paris Gare du Nord,10,"48.882240672962226, 2.3560533623346505"
21667,472814,rail,Paris Gare du Nord,10,"48.881800777938665, 2.3578723765554455"
21668,472263,rail,Paris Gare du Nord,10,"48.88232045285629, 2.3575114317932613"
21669,472378,rail,Paris Gare du Nord,10,"48.882223347538066, 2.3561763006833463"
21670,472111,rail,Paris Gare du Nord,10,"48.88180889296311, 2.357708645673767"
21671,472856,rail,Paris Gare du Nord,10,"48.88286700687353, 2.3554592615748646"
21672,472961,rail,Paris Gare du Nord,10,"48.88230127425686, 2.3556162599072334"
21673,472088,rail,Paris Gare de Lyon,12,"48.84354932935961, 2.376139072591861"
21674,471554,rail,Paris Montparnasse,15,"48.836870064441754, 2.3142563188266347"
21675,471552,rail,Paris Montparnasse,15,"48.8391367866433, 2.317455573776762"
21676,472308,rail,Paris Montparnasse,15,"48.83923438804238, 2.317222673685216"
21677,472319,rail,Paris Montparnasse,15,"48.83935889022464, 2.3169757953461225"
21678,471794,rail,Paris Montparnasse,14,"48.83872792457918, 2.3183056585909636"
21679,471693,rail,Paris Montparnasse,15,"48.83946721476321, 2.3186229865597316"
21680,472451,rail,Paris Montparnasse,15,"48.83967413163575, 2.318633906475372"
21691,472740,rail,Bibliothèque François Mitterrand,13,"48.828897754512056, 2.3776902322413918"
21693,471484,rail,Avenue Henri Martin,16,"48.86549159263436, 2.272275533165145"
21694,471843,rail,Avenue Foch,16,"48.86985047485574, 2.274750355484748"
21706,471341,rail,Paris Saint-Lazare,8,"48.877753549516314, 2.3251304302535005"
21719,471131,rail,Avenue du Président Kennedy Maison de Radio France,16,"48.853548130369774, 2.2797063970200178"
21723,471238,rail,Paris Saint-Lazare,8,"48.87728460819126, 2.3233094481648124"
21821,472142,rail,Paris Saint-Lazare,8,"48.877771765506395, 2.3251710988853103"
21829,472110,rail,Paris Saint-Lazare,8,"48.877729030113095, 2.3255670641452126"
21839,470674,rail,Paris Saint-Lazare,8,"48.877498601096875, 2.3245747062186695"
21848,470776,rail,Paris Saint-Lazare,8,"48.877781910870496, 2.3253754908426214"
21850,470624,rail,Paris Saint-Lazare,8,"48.87730783060688, 2.3242363109573883"
21861,472852,rail,Paris Saint-Lazare,8,"48.87729814517622, 2.32411372370381"
21872,420316,rail,Gare de Rosa Parks,19,"48.8965386363177, 2.373449230345671"
21911,30143,bus,Porte d'Orléans,14,"48.821657150820016, 2.3245353675870133"
22081,492216,bus,Charenton - Wattignies,12,"48.83760299366853, 2.391551207236956"
22100,463790,bus,Denfert-Rochereau,14,"48.83339310069805, 2.332380159882351"
22328,26619,bus,Saint-Michel - Saint-Germain,6,"48.852107105014, 2.3434381368242265"
22329,491762,bus,Cité - Palais de Justice,1,"48.85568315216948, 2.346105263017021"
22330,28991,bus,Malesherbes - Courcelles / Villiers,8,"48.88084150908489, 2.313050086902808"
22332,492124,bus,Segur,15,"48.84613642888847, 2.3069531506066157"
22333,488266,bus,Porte de Champerret,17,"48.885427650131525, 2.292888752165033"
22334,492131,bus,Avenue Emile Zola,15,"48.84704804225024, 2.295194648470467"
22335,26603,bus,Avenue Émile Zola,15,"48.846940448181634, 2.295250611104872"
22336,10298,bus,Concorde - Royale,8,"48.86728710621125, 2.322280586108491"
22342,27217,bus,Notre-Dame-des-Champs,6,"48.844946460453706, 2.3285394315278274"
22343,26768,bus,Sèvres - Babylone,7,"48.85121120759162, 2.32626460799192"
22347,483454,bus,République,10,"48.86804667419043, 2.3639992362226123"
22352,491713,bus,Porte de la Chapelle,18,"48.89874641603782, 2.358318097755822"
22359,41401,bus,Châtelet,4,"48.85830276609441, 2.3482122590206136"
22439,490900,bus,Gare du Nord,10,"48.88138469920877, 2.3574275258053436"
22440,24247,bus,Desnouettes,15,"48.834644814542536, 2.284436176373468"
22448,486056,bus,Châtelet,4,"48.8569858196389, 2.3508046933201214"
22452,427981,bus,Saint-Michel - Saint-Germain,5,"48.853054950292055, 2.3440803568167725"
22454,463958,bus,Invalides,7,"48.862073868702154, 2.314905990441803"
22455,25334,bus,Lycée Claude Monet,13,"48.82727173948135, 2.3626713729352464"
22547,491767,bus,Boucry,18,"48.89489473018703, 2.359511273443937"
22550,39393,bus,Gare de Lyon,12,"48.84341282278346, 2.37411045767112"
22556,40771,bus,Département - Marx Dormoy,18,"48.88709029147033, 2.359825466227999"
22615,427757,bus,Rosa Parks,19,"48.8959411670652, 2.3737244929987327"
22722,26721,bus,Porte de la Chapelle,18,"48.89756290231375, 2.3589874066616634"
22824,463975,bus,Vercingétorix - Paturle,14,"48.82935206859416, 2.3065905288260757"
22825,464023,bus,Arago - Saint Jacques,14,"48.83451284598267, 2.3364256402782613"
22853,37164,bus,Bibliothèque François Mitterrand,13,"48.83080316705086, 2.377449525815182"
22865,494230,bus,Château de Vincennes,12,"48.84438504957583, 2.4415204424863255"
22879,39469,bus,Dijon - Lachambeaudie / Cour Saint-Émilion,12,"48.8355691998141, 2.3860300756488333"
22883,25723,bus,Gare de Bercy,12,"48.84003387059942, 2.38153575374016"
22891,25894,bus,Dugommier,12,"48.83902702229625, 2.3886189054196687"
22893,23648,bus,Rambouillet,12,"48.84459825086288, 2.380691272376875"
22935,10098,bus,Passerelle de Charentonneau,12,"48.81793552861657, 2.443615066490156"
22936,24805,bus,Reuilly - Diderot,12,"48.84721786909891, 2.3864106572579047"
22949,22495,bus,Ledru Rollin - Faubourg Saint-Antoine,11,"48.8517353752937, 2.3765044192134894"
22950,22496,bus,Charonne - Keller,11,"48.852953186794245, 2.377212148558248"
22955,22803,bus,Louvre - Etienne Marcel,2,"48.86560586628487, 2.343349797473096"
22966,30111,bus,Parc Floral,12,"48.84083372524562, 2.437920601007322"
22967,8409,bus,Villiers,8,"48.881270124541075, 2.3172306305930572"
22968,8429,bus,Mûriers,20,"48.86426568796772, 2.392711981019845"
22972,471489,bus,Porte de Bagnolet,20,"48.86454756383862, 2.4095024873908075"
22981,463948,bus,Mortemart,12,"48.82656754416772, 2.454910381597401"
22982,27223,bus,La Boétie - Champs-Élysées,8,"48.87018787733826, 2.305869704169488"
22985,39397,bus,Daumesnil - Ledru Rollin,12,"48.84848859511584, 2.373041085479571"
22990,27341,bus,Passerelle L.S. Senghor,1,"48.86224193996848, 2.32549493883289"
22993,27330,bus,Quai François Mitterrand,1,"48.85987926104873, 2.3339898827382517"
22994,27317,bus,Choiseul,9,"48.87143022110438, 2.3362143694122186"
23003,39542,bus,Champ de Manoeuvre - Tremblay,12,"48.83567632023617, 2.4525535938164467"
23006,39545,bus,Château de Vincennes,12,"48.84419046395894, 2.440296192147698"
23028,39750,bus,Daumesnil - Ledru Rollin,12,"48.84889213694881, 2.3728181941527073"
23035,39814,bus,Pont Neuf - Quai du Louvre,1,"48.85821201917383, 2.343129500014255"
23043,471934,bus,Pereire - Villiers,17,"48.88457577671031, 2.299432307168713"
23045,25390,bus,Opéra,9,"48.870882370943534, 2.333113009935309"
23046,419004,bus,INSEP,12,"48.833808255759095, 2.4550935081378062"
23051,37524,bus,Havre - Haussmann,9,"48.873433782760266, 2.327804081979889"
23055,37735,bus,Terroirs de France,12,"48.832221813969284, 2.389202765477312"
23082,9111,bus,Bastille,12,"48.85225716759327, 2.369670473932052"
23088,28056,bus,Cartoucherie,12,"48.83462496419136, 2.4488318134233533"
23089,28059,bus,Stade Léo Lagrange,12,"48.83635489718502, 2.4417563427801285"
23090,28058,bus,Plaine de la Faluère,12,"48.834505302610395, 2.4443509762935745"
23094,28061,bus,Stade Léo Lagrange,12,"48.83717793935566, 2.4408210881618966"
23112,28564,bus,Réaumur - Montmartre,2,"48.86867323795506, 2.3434610879075266"
23113,28540,bus,Rome - Haussmann,8,"48.87393816875413, 2.32633874678957"
23133,26291,bus,Saint-Maur - Servan,11,"48.858947182347954, 2.3850049441896353"
23137,26310,bus,Voltaire - Léon Blum,11,"48.85790912442438, 2.380778387624157"
23138,26301,bus,Martin Nadaud,20,"48.864834292958285, 2.394886378129823"
23139,26303,bus,Folie Regnault - Chemin Vert,11,"48.86193464752453, 2.3853240756590908"
23154,26652,bus,Palais Royal - Musée du Louvre,1,"48.86264107304816, 2.3357538568163325"
23172,490812,bus,Gare du Nord,10,"48.88071923849307, 2.3574357366671985"
23176,493607,bus,Porte de Versailles,15,"48.83369606831338, 2.2867106883038106"
23177,494105,bus,Ranelagh,16,"48.85576001146221, 2.2707078007464854"
23178,494102,bus,rue de la pompe,16,"48.8636389584363, 2.2767315754727613"
23179,494106,bus,Michel Ange Auteuil,16,"48.84747099783134, 2.2638740050627413"
23466,493997,bus,Glaciere,13,"48.824402399981686, 2.3459527501959263"
23467,494001,bus,Dareau Saint Jacques,13,"48.826079088015454, 2.3417363414597476"
23518,37137,bus,République,11,"48.86736792419406, 2.364893610478542"
23524,493008,bus,Republique,11,"48.86725943151369, 2.364785876547561"
23527,493851,bus,Pelleport-Bretonneau,20,"48.86788110100635, 2.401653453800068"
23528,493853,bus,Porte Maillot - Palais des Congrès,17,"48.87800094910018, 2.282613344886173"
23531,493952,bus,Porte de Charenton,12,"48.831341300931115, 2.3982449003098005"
23532,493947,bus,Château de Vincennes,12,"48.844210106999526, 2.4406502560417485"
23533,493943,bus,Château de Vincennes,12,"48.844531545465976, 2.4420775401993184"
23537,493916,bus,Opéra,9,"48.87135687500109, 2.3311164872664945"
23538,493911,bus,Bercy,12,"48.82757357494472, 2.393030426742303"
23546,492679,bus,Nation,12,"48.848081208737774, 2.397015948498985"
23554,427588,bus,Parc Martin Luther King,17,"48.88893493208098, 2.3160936499654574"
23572,28407,bus,Havre - Haussmann,9,"48.873297896201656, 2.3276285973499307"
23574,493747,bus,Angélique Compoint,18,"48.89828003980385, 2.3370860078736877"
23598,26984,bus,Porte de Clignancourt,18,"48.89761916190059, 2.344460059334836"
23599,36490,bus,Albert Kahn,18,"48.89503943879456, 2.3463474975796195"
23602,24603,bus,Brochant - Cardinet,17,"48.89087040019275, 2.319586917405308"
23604,24796,bus,Maubeuge - Rochechouart,9,"48.878837635937316, 2.3454463999177855"
23609,22811,bus,Brochant - Cardinet,17,"48.89119560227277, 2.318259741290683"
23610,22810,bus,Brochant - Cardinet,17,"48.891239245100664, 2.3180273165633443"
23611,22808,bus,Barbès - Rochechouart,18,"48.8843086914419, 2.349318600223562"
23614,22999,bus,Cadet,9,"48.87608664408618, 2.3439811866400997"
23624,42073,bus,Blanche - Calais,9,"48.88185503906366, 2.3316361736245352"
23626,427506,bus,Ganneron,17,"48.88604210120447, 2.3261412480860266"
23627,19734,bus,Place de Clichy,9,"48.883480471923605, 2.328001671291839"
23632,483442,bus,Châtelet,1,"48.85819946189661, 2.3474093968671386"
23670,37719,bus,Porte de Saint-Cloud,16,"48.83765503304388, 2.2559878058454794"
23671,23001,bus,Muller,18,"48.887358333491534, 2.3478349309708784"
