,id,type,nom,arrondissement,geo_point_2d
27373,28422,bus,Université Paris VI,5,"48.84844698248551, 2.358406015117716"
27387,22818,bus,Canal Saint-Martin,10,"48.88019404537122, 2.3668915993181154"
27393,22136,metro,Saint-Germain-des-Prés,6,"48.853574563808735, 2.3339478107981937"
27419,24160,bus,Küss,13,"48.82213393470939, 2.3505303893113543"
27425,27492,bus,Brancion - Vouillé,15,"48.83438705373656, 2.3047797341122345"
27458,30099,bus,Berthollet - Vauquelin,5,"48.83979003771698, 2.345841407291213"
27459,37391,bus,Bassano,16,"48.87056226438501, 2.297589459962075"
27460,24839,bus,Avenue Richerand,10,"48.87234004781664, 2.366359926737037"
27461,474401,bus,Auguste Comte,6,"48.8440124932887, 2.3384712270996397"
27462,22983,bus,Auguste Comte,5,"48.84361021859533, 2.338912363144226"
27470,25331,bus,Regnault,13,"48.82309778639234, 2.3710036791892732"
27471,37405,bus,Regnault,13,"48.82454539531029, 2.376080432617319"
27492,27475,bus,Legendre,17,"48.88586163585421, 2.316515850400827"
27497,28263,bus,Falguière,15,"48.83660540208814, 2.3104586649878405"
27498,37141,bus,Europe,8,"48.878623827578124, 2.323169331338718"
27499,29974,bus,Denfert-Rochereau - Froidevaux,14,"48.83467462063958, 2.331559953612572"
27509,22179,metro,Bir-Hakeim,15,"48.853884277249406, 2.28929635706346"
27510,37556,bus,Bibliothèque François Mitterrand,13,"48.83028021750081, 2.3771969453616784"
27514,39845,bus,Abeille,18,"48.90149953837396, 2.3619126819435388"
27518,26744,bus,Pont Alexandre III,7,"48.862743255459876, 2.314011174409437"
27521,29792,bus,Bastille - Faubourg Saint-Antoine,11,"48.853036801550196, 2.370846709771253"
27526,25631,tram,Porte de Versailles,15,"48.83185533859472, 2.287212678171775"
27654,36484,bus,Saint-Michel - Saint-Germain,5,"48.853533442463515, 2.3444150465825353"
27656,28265,bus,Opéra - 4 Septembre,2,"48.86967422355161, 2.332569534261359"
27657,426147,bus,Nation - Trone,11,"48.848445115625346, 2.397842991951499"
27691,29002,bus,Porte de la Villette,19,"48.89747890577852, 2.387618768341659"
27692,8438,bus,Degas,16,"48.848953337350466, 2.275395504385804"
27696,21997,metro,Arts et Métiers,3,"48.86529961263127, 2.356508143643546"
27700,29960,bus,Alleray - La Quintinie,15,"48.83713522408413, 2.3025631922644516"
27702,24139,tram,Alexandra David-Néel,12,"48.84365895960443, 2.4101615628166964"
27703,463791,bus,Gare Montparnasse,15,"48.84173996513205, 2.3197378135883553"
27704,39457,bus,Gare Montparnasse,15,"48.841653984458844, 2.320433833793862"
27708,37364,bus,Cuvier - Jardin des Plantes,5,"48.844129427839206, 2.354943648067471"
27723,28691,bus,Musée du Luxembourg,6,"48.84823286817095, 2.3324217072042375"
27750,9140,bus,Murillo,8,"48.87782119418838, 2.3055089047775543"
27753,22737,bus,Gare Saint-Lazare - Havre,8,"48.87439932946706, 2.3267827043841898"
27754,22970,bus,Rond-Point des Champs-Élysées - Franklin D. Roosevelt,8,"48.8694022540148, 2.309983623854277"
27757,37589,bus,Saint-Claude,3,"48.85969498731988, 2.3646055016464285"
27896,427349,bus,Vauvenargues,18,"48.897078929660374, 2.3297220967026955"
27897,464012,bus,Place du Maroc,19,"48.88615844575964, 2.3689464592791882"
27898,36648,bus,Porte de Saint-Mandé,12,"48.844120828498085, 2.410810382110342"
27899,24772,bus,Chappe,18,"48.88499490549173, 2.341591623233329"
27900,36745,bus,Pierre Demours,17,"48.88148776904132, 2.2958057898846467"
27901,24694,bus,Saint-Bruno,18,"48.88613699853114, 2.356468838385169"
27902,24831,bus,Serpollet,20,"48.86039190493996, 2.41118521478351"
27903,10188,bus,Pajol,18,"48.88818156499769, 2.3620895232119206"
27904,24979,bus,Hôpital Saint-Antoine,12,"48.85023759302301, 2.382504861079883"
27905,24976,bus,La Boule Blanche,11,"48.852091810059065, 2.373289373594291"
27906,22326,bus,Cambronne - Vaugirard,15,"48.84037497642267, 2.3044546102460735"
27907,22834,bus,Ordener - Marx Dormoy,18,"48.889823620789635, 2.3597100325102875"
27908,22993,bus,Denfert-Rochereau,14,"48.8332875402039, 2.332803832439272"
27909,30115,bus,Saint-Fargeau,20,"48.87137404896983, 2.404162721067785"
27910,30100,bus,Glacière - Nordmann,13,"48.832975577793, 2.3447008394649136"
27911,29283,bus,Damrémont - Ordener,18,"48.893925219431395, 2.336705004835673"
27912,29440,bus,Daumesnil - Diderot,12,"48.84603092647884, 2.3777445472255145"
27913,29450,bus,Hôpital Rothschild,12,"48.84290266133544, 2.3973620014550123"
27914,39333,bus,Raffet,16,"48.85342412065388, 2.262304384185771"
27915,39329,bus,Charles de Gaulle - Etoile - Mac Mahon,17,"48.875014651391155, 2.294638961311866"
27916,39319,bus,Abbé Groult,15,"48.83854472639281, 2.2990564172853687"
27917,27489,bus,Place du Général Catroux,17,"48.882042981232836, 2.31085247337967"
27918,37083,bus,Vitruve - Balkans,20,"48.85974315720043, 2.407294350253378"
27919,420582,bus,Rosa Parks - Curial,19,"48.89596745084833, 2.378770823053123"
27920,40850,bus,Hôpital Saint-Louis,10,"48.872457607178944, 2.369889557395496"
27921,25298,bus,Les Gobelins,13,"48.83644266220068, 2.3504747206432657"
27922,25343,bus,Porte de la Muette,16,"48.86361764949871, 2.2687848422917822"
27923,25323,bus,Sablons - Cortambert,16,"48.86334886074237, 2.2823243894974774"
27924,25449,bus,Rue Leblanc,15,"48.839459768107325, 2.274532866622722"
27925,37570,bus,Saint-Maur - Jean Aicard,11,"48.866122764839496, 2.3795493182422462"
27926,37564,bus,Vincent Auriol,13,"48.83667022403268, 2.3711805004102295"
27927,37542,bus,Oberkampf - Richard Lenoir,11,"48.86405426003323, 2.370931753722115"
27928,37585,bus,Parmentier,11,"48.866638088108814, 2.373163448989042"
27929,25939,bus,Lamarck - Caulaincourt,18,"48.88957790365025, 2.339310683912771"
27930,23661,bus,Nation - Voltaire,11,"48.849033348825905, 2.395001722065302"
27931,23664,bus,Gymnase Japy,11,"48.85645257254321, 2.382594756642178"
27932,23658,bus,Chemin Vert,11,"48.85984714485736, 2.376434604180605"
27933,23997,bus,Rue Benard,14,"48.83113351666724, 2.3239902763134754"
27934,463760,bus,Haxo,20,"48.87597184763708, 2.4028012280831295"
27935,463706,bus,Cambrai - Curial,19,"48.89541146501283, 2.3790775248088294"
27936,28030,bus,Dareau - René Coty,14,"48.83050613630283, 2.33399734433999"
27937,28237,bus,Pernety,14,"48.835245915891555, 2.314904379528258"
27938,28221,bus,Bobillot,13,"48.82388451878652, 2.348288398052437"
27939,28567,bus,Navier,17,"48.89527985599385, 2.3280403247990926"
27940,28687,bus,Hôpitaux Broussais et Saint-Joseph,14,"48.8278466450592, 2.3153557832748684"
27941,26198,bus,Guy Môquet,18,"48.89286154117945, 2.3281942853410915"
27942,26253,bus,Ternes - Mac Mahon,17,"48.878630755359865, 2.294767242859865"
27943,26315,bus,Charonne - Keller,11,"48.85317185376164, 2.3777546702571386"
27944,26306,bus,Popincourt,11,"48.856871070073844, 2.378310183553896"
27945,28993,bus,Charles de Gaulle - Etoile - Wagram,17,"48.87463278233157, 2.295462179766519"
27946,24022,bus,Bibliothèque Nationale de France,13,"48.83434324401047, 2.373347455433143"
27947,26753,bus,Victor Considérant,14,"48.835207190163715, 2.3319073416068363"
27948,24164,bus,Peupliers,13,"48.822075499945534, 2.3530236299444582"
27949,36301,bus,Général De Bollardière,7,"48.85140140290366, 2.301404661188756"
27950,34161,bus,Solferino - Bellechasse,7,"48.85847922586079, 2.323294726797584"
27951,420865,bus,Gare Saint-Lazare - Rome,8,"48.87740004885988, 2.3230488871055877"
27952,22770,bus,Alma - Marceau,8,"48.86507950838617, 2.302761607634149"
27953,22772,bus,Rond-Point des Champs-Élysées,8,"48.868751394404434, 2.3094060456435153"
27954,20123,bus,Michel Debré,6,"48.85130076708394, 2.3310059802177077"
27955,29427,bus,Turbigo - Etienne Marcel,2,"48.864069122574975, 2.3484945272069715"
27956,27067,bus,Palais Royal - Comédie Française,1,"48.863768492221354, 2.3347171408113234"
27957,27126,bus,Michelet,6,"48.84214014231007, 2.334925097511787"
27958,27120,bus,Guynemer - Vavin,6,"48.84511886762004, 2.3320255535987706"
27959,39328,bus,Saint-François-Xavier,7,"48.85159890789733, 2.313776300542292"
27960,27329,bus,Haussmann - Courcelles,8,"48.87486820805589, 2.3080705994542723"
27961,27488,bus,Rond-Point des Champs-Élysées,8,"48.8682991596696, 2.3089621707289165"
27962,40839,bus,Charles de Gaulle - Etoile,8,"48.875059585077274, 2.2976924192852017"
27963,39892,bus,Saint-Germain-des-Prés,6,"48.85342395928615, 2.334358591120706"
27964,23316,bus,Bosquet - Saint-Dominique,7,"48.858853279610734, 2.3038399182350378"
27965,23475,bus,Tour Eiffel,7,"48.86030851408359, 2.2958603431748927"
27966,23476,bus,Bosquet - Rapp,7,"48.8627999606348, 2.3020424106459427"
27967,9120,bus,Feuillantines,5,"48.84162991312398, 2.343501995185433"
27968,28693,bus,Fleurus,6,"48.8470088453065, 2.3306522718676246"
27969,26353,bus,Duquesne - Lowendal,7,"48.852433517819264, 2.3087773579477173"
27970,26567,bus,Cadet,9,"48.87656139088631, 2.343634343149908"
27973,24114,tram,Porte de Versailles - Parc des Expositions,15,"48.83260662901502, 2.2880197933556623"
27975,22121,metro,Courcelles,17,"48.879265254099494, 2.303294362425212"
27977,22077,metro,Porte de Vincennes,12,"48.84700773107495, 2.4108049967015"
27978,22080,metro,Nation,12,"48.848084289960305, 2.3958439887237373"
27979,22085,metro,Concorde,8,"48.866472156518384, 2.3228909937191604"
27980,22051,metro,Notre-Dame des Champs,6,"48.84508150806179, 2.328564944227944"
27983,22044,metro,Saint-Georges,9,"48.87841659488811, 2.3375706403796697"
27984,22048,metro,Volontaires,15,"48.84141172840128, 2.307983380576851"
27985,22040,metro,Pigalle,9,"48.88201178839747, 2.337184009105338"
27986,22019,metro,Parmentier,11,"48.86524326051683, 2.3747205969196896"
27988,22026,metro,Temple,3,"48.8667566294208, 2.3615612345263557"
27989,22028,metro,Wagram,17,"48.88376067555203, 2.3046251407269573"
27990,22021,metro,Pereire,17,"48.88484432272626, 2.2976831860125833"
27991,22217,metro,Saint-François-Xavier,7,"48.851278756555935, 2.314407403528732"
27992,22218,metro,Saint-Lazare,8,"48.875381315994346, 2.325488390672613"
27994,22220,metro,Porte de Saint-Ouen,18,"48.89749783731388, 2.32904834074465"
27995,22221,metro,Porte de Vanves,14,"48.82766229776121, 2.305223578739507"
27996,22223,metro,Plaisance,14,"48.83174121368737, 2.313833364032832"
27997,22226,metro,Varenne,7,"48.85662498273289, 2.3151139305096566"
27998,22178,metro,Bercy,12,"48.840176028108196, 2.3794630701852566"
27999,22189,metro,Félix Faure,15,"48.84268433478293, 2.2918472203679703"
28000,22155,metro,Raspail,14,"48.83908487279756, 2.330549660589195"
28001,22160,metro,Saint-Jacques,14,"48.832916006205444, 2.337154370925007"
28002,22164,metro,Trocadéro,16,"48.86346147370082, 2.2876253778535185"
28003,22374,metro,Porte de la Villette,19,"48.89780269234214, 2.385869033143345"
28004,22372,metro,Porte d'Ivry,13,"48.821489035549085, 2.3695112543194923"
28005,22373,metro,Porte de Choisy,13,"48.82013208921864, 2.36462454900074"
28006,22381,metro,Opéra,2,"48.870303033896306, 2.332438780814487"
28007,463079,metro,Châtelet,1,"48.85768873956353, 2.347759259772123"
28008,463085,metro,Plaisance,14,"48.83175036305376, 2.3138604893443055"
28011,463088,metro,Pigalle,9,"48.88219737463457, 2.338217985455922"
28012,463067,metro,Nation,11,"48.848453436965976, 2.395925559927623"
28013,463068,metro,Malesherbes,17,"48.88284002256418, 2.3094878469600104"
28014,463075,metro,Dugommier,12,"48.83903652831517, 2.3895997700798097"
28015,463071,metro,Saint-Fargeau,20,"48.87188765806338, 2.404361344448241"
28016,463041,metro,Tuileries,1,"48.864477839300996, 2.329678094711641"
28017,463050,metro,Porte Dorée,12,"48.835017374080195, 2.4058739129875644"
28019,463028,metro,Nation,12,"48.847890647679165, 2.39578831902579"
28020,463029,metro,Porte d'Ivry,13,"48.82135298832312, 2.3692949782233117"
28021,463025,metro,Place d'Italie,13,"48.83096571327892, 2.3555015914814845"
28022,463033,metro,Louis Blanc,10,"48.88089501161633, 2.3650968074522214"
28023,463004,metro,Nationale,13,"48.83323527966245, 2.362804171593507"
28024,463318,metro,Trocadéro,16,"48.86308797987979, 2.2868262498013"
28025,463314,metro,Sèvres-Lecourbe,15,"48.845647682637036, 2.309529610430393"
28026,463320,metro,Varenne,7,"48.85662420263328, 2.3149776470363417"
28027,463303,metro,Saint-François-Xavier,7,"48.8512915509248, 2.314285946180555"
28028,463189,metro,Havre-Caumartin,9,"48.873549317857474, 2.3275585462196897"
28029,463197,metro,Gare de Lyon,12,"48.84575948670028, 2.3731250167766884"
28030,21968,metro,Jussieu,5,"48.84619789162331, 2.3549316718232256"
28031,463160,metro,Châtelet,1,"48.85930591755567, 2.3458090025909044"
28032,463138,metro,Bréguet-Sabin,11,"48.85621781103692, 2.3703346849773035"
28033,463133,metro,Bonne Nouvelle,2,"48.87049007201711, 2.3484286678670165"
28036,463116,metro,Abbesses,18,"48.884392717977825, 2.338394635220906"
28039,21947,metro,Porte des Lilas,20,"48.87656859901437, 2.4070619733807948"
28040,21946,metro,Saint-Fargeau,20,"48.87184337220934, 2.4044981831688688"
28041,21911,metro,Saint-Augustin,8,"48.87454661292122, 2.3210135978085993"
28042,463277,metro,Porte de Charenton,12,"48.83361041467999, 2.4023729755418683"
28043,463279,metro,Porte de Montreuil,20,"48.853482631192875, 2.4107181540274945"
28044,463280,metro,Porte de Pantin,19,"48.888459211333235, 2.392122972328148"
28045,463288,metro,Quai de la Gare,13,"48.837074270595885, 2.3727662489481713"
28046,463235,metro,Porte d'Italie,13,"48.819106596544934, 2.3595297331071694"
28047,463242,metro,Mouton-Duvernet,14,"48.831337585557804, 2.3298876404084203"
28048,463245,metro,Opéra,2,"48.87032626083888, 2.3325720858771177"
28049,463253,metro,Place de Clichy,17,"48.88372367343906, 2.327268983025867"
28050,463215,metro,Maraîchers,20,"48.85265013094269, 2.4060490065790447"
28052,462984,metro,Colonel Fabien,10,"48.87764980850785, 2.3704675747938637"
28053,462998,metro,Odéon,6,"48.85202455450125, 2.340692291066523"
28054,462965,metro,Notre-Dame des Champs,6,"48.845077745624124, 2.3286958054987075"
28055,462948,metro,Pasteur,15,"48.842528387529526, 2.3129146804739396"
28057,21948,metro,Pelleport,20,"48.868420467985835, 2.40160636134298"
28059,462990,metro,Pelleport,20,"48.868464887001196, 2.4014967922879253"
28066,36539,bus,Orteaux,20,"48.856520433584535, 2.4048641218757676"
28067,480531,metro,Porte de Clichy,17,"48.89433348426063, 2.313404000186253"
28068,480286,metro,Pont Cardinet,17,"48.8881023898748, 2.315190864885001"
28069,463064,metro,Madeleine,8,"48.8706304842145, 2.3258757399808627"
28070,463165,metro,Cour Saint-Emilion,12,"48.8333193038297, 2.3866178502140576"
28071,24406,tram,Porte de Montreuil,20,"48.85299747971686, 2.410819038635312"
28072,24413,tram,Porte d'Aubervilliers,18,"48.89864071934688, 2.368890634791775"
28214,472128,rail,Paris Gare de Lyon,12,"48.843396731973314, 2.3761954025356555"
28216,470670,rail,Paris Gare de Lyon,12,"48.8431579024439, 2.3786917755854438"
28217,470747,rail,Paris Gare de Lyon,12,"48.84301323532974, 2.378543617248009"
28224,479047,rail,Paris Bercy Bourgogne - Pays d'Auvergne,12,"48.838219014751, 2.3853857620317904"
28225,479048,rail,Paris Bercy Bourgogne - Pays d'Auvergne,12,"48.838048286120056, 2.3854150240303125"
28235,472392,rail,Invalides,7,"48.86259092354735, 2.3125410391182704"
28288,473007,rail,Pont de l'Alma,7,"48.86247024078013, 2.299484214323185"
28290,471459,rail,Pont Cardinet,17,"48.88816871186792, 2.3126397556645846"
28291,472320,rail,Pont Cardinet,17,"48.888494793591036, 2.31304458268738"
28301,41211,rail,Javel,15,"48.84715699683512, 2.2780224125251647"
28320,471971,rail,Paris Austerlitz,13,"48.84053475422211, 2.367250725863674"
28321,472344,rail,Paris Austerlitz,13,"48.840407344862946, 2.3686692784549614"
28322,472796,rail,Haussmann Saint-Lazare,9,"48.87495860529929, 2.328684256636065"
28323,472048,rail,Paris Est,10,"48.87866278471098, 2.3613607407582395"
28324,470947,rail,Paris Est,10,"48.878382045506605, 2.3609960383305197"
28325,471134,rail,Paris Est,10,"48.87862244694912, 2.3605431316211543"
28326,471604,rail,Paris Est,10,"48.87879771044479, 2.359681967747163"
28327,471559,rail,Paris Est,10,"48.878749390591075, 2.3590553473017857"
28328,471796,rail,Paris Gare du Nord,10,"48.882337486893746, 2.35733395310913"
28329,471869,rail,Paris Gare du Nord,10,"48.88233614406637, 2.355411287790719"
28330,472354,rail,Paris Gare du Nord,10,"48.88229286860862, 2.355725452168326"
28331,472022,rail,Paris Gare du Nord,10,"48.88236253482727, 2.3553018727319617"
28332,472861,rail,Paris Gare du Nord,10,"48.881739647424034, 2.356536813641397"
28333,471520,rail,Paris Gare de Lyon,12,"48.843269834673194, 2.376006160291201"
28334,471509,rail,Paris Gare de Lyon,12,"48.843121576455765, 2.3786240798826856"
28335,472743,rail,Paris Gare de Lyon,12,"48.84319774824423, 2.3759797718199556"
28336,472063,rail,Paris Gare de Lyon,12,"48.84363104815097, 2.376287979149435"
28337,472015,rail,Paris Gare de Lyon,12,"48.843108476147094, 2.3778339426838655"
28338,470743,rail,Paris Gare de Lyon,12,"48.843167603028476, 2.3788279175701534"
28339,471650,rail,Paris Montparnasse,15,"48.83916337698188, 2.317387101552736"
28340,472895,rail,Paris Montparnasse,14,"48.8384948824006, 2.318444952765816"
28362,471854,rail,Bibliothèque François Mitterrand,13,"48.82894378326131, 2.377894013490111"
28365,41133,rail,Avenue Henri Martin,16,"48.86541012405602, 2.2721888828491834"
28366,471187,rail,Avenue Henri Martin,16,"48.86549967361193, 2.272125470907457"
28367,41132,rail,Avenue Foch,16,"48.86987320940394, 2.274791755625008"
28381,471495,rail,Paris Saint-Lazare,8,"48.87727892794234, 2.323895816863339"
28397,471150,rail,Paris Saint-Lazare,8,"48.87752880863689, 2.3251469772680378"
28405,471063,rail,Paris Saint-Lazare,8,"48.877544103072076, 2.3246695599501495"
28412,471988,rail,Champ de Mars Tour Eiffel,15,"48.856449992594854, 2.289724758509413"
28426,471940,rail,Paris Saint-Lazare,8,"48.87724033818008, 2.3234327361563225"
28529,470692,rail,Paris Saint-Lazare,8,"48.877279158937185, 2.323936718158497"
28587,492300,bus,Place d'Italie - Italie 2,13,"48.8301945797767, 2.3559334195560333"
28746,26717,bus,Porte de Pantin,19,"48.88852876724245, 2.392538107553209"
28766,491292,bus,Charenton- Wattignies,12,"48.83716212400839, 2.391515481035676"
28768,463806,bus,Frères Flavien,20,"48.87538206021272, 2.4126518482144443"
28787,491934,bus,Denfert Rochereau RER,14,"48.83343304422149, 2.3314805115466912"
29064,26769,bus,Poissonnière - Bonne Nouvelle,9,"48.87101796505656, 2.346280851093762"
29065,39818,bus,Cambronne / La Motte-Picquet Grenelle,15,"48.84771924156671, 2.3007590422242994"
29068,492126,bus,Segur,15,"48.84649638351092, 2.306989243883861"
29069,488213,bus,Alexandra David-Neel,12,"48.8445067917447, 2.4106561319089956"
29081,36305,bus,Assemblée Nationale,7,"48.861690819952386, 2.3202815211659025"
29082,491940,bus,Rue du Bac,7,"48.85556170237978, 2.325840368979708"
29083,35141,bus,Solferino - Bellechasse,7,"48.8588547674718, 2.32290821069536"
29162,24809,bus,Petites Écuries,9,"48.87382334365473, 2.347827164929956"
29163,30011,bus,Gare Saint-Lazare,8,"48.8751171453033, 2.3248919071503056"
29164,39812,bus,Saint-Germain-des-Prés,6,"48.85357403276852, 2.3338524177564643"
29165,39887,bus,Tournelles - Saint-Gilles,3,"48.857713869366016, 2.367519133518827"
29166,28672,bus,Sainte-Anne - Petits Champs,2,"48.86713907329436, 2.3359827754403866"
29175,420590,bus,Porte de Madrid,16,"48.87347698899864, 2.254603548334565"
29178,37572,bus,Henri Chevreau,20,"48.86850148459183, 2.3891590795411117"
29179,23622,bus,Institut Dentaire,13,"48.830105390327354, 2.359421850193105"
29180,28415,bus,Lille - Université,7,"48.85984595053413, 2.3216549806292304"
29265,36834,bus,Les Moulins - Camping,16,"48.864694498281445, 2.2339001353346677"
29271,41817,bus,Olympiades,13,"48.82719870180415, 2.36754880146029"
29293,462413,bus,Porte de la Chapelle,18,"48.89747487406966, 2.3593431306132344"
29542,427193,bus,Rue Henri Farman,15,"48.83311975479742, 2.270193531261015"
29549,40818,bus,Haussmann - Mogador,9,"48.87411025762123, 2.331367440375907"
29556,427369,bus,Gare de Lyon - Van Gogh,12,"48.844131406120106, 2.372221436812517"
29573,37575,bus,Belleville - Ménilmontant,11,"48.86697756070753, 2.3831107177915563"
29584,28021,bus,Rungis,13,"48.82270886880505, 2.347104492698053"
29590,26752,bus,Raspail - Edgar Quinet,14,"48.838411615264526, 2.330776301184424"
29592,26350,bus,Saint-François-Xavier,7,"48.851848276002734, 2.3149177790367403"
29593,26296,bus,Saint-Pierre du Gros Caillou,7,"48.857797140020004, 2.306266485786415"
29600,22775,bus,Rond-Point des Champs-Élysées - Franklin D. Roosevelt,8,"48.87018446683266, 2.309945996137341"
29772,27479,bus,Albert Kahn,18,"48.896106353655924, 2.3457475966817407"
29773,28679,bus,Cardinal Lemoine,5,"48.84597396646254, 2.3517730881815435"
29774,26658,bus,La Fayette - Magenta - Gare du Nord,10,"48.87883719413977, 2.3536411218082955"
29800,24785,bus,Chevalier de la Barre,18,"48.887366918485064, 2.344466392151914"
29801,26185,bus,Jean Nicot - Église Américaine,7,"48.862571550792104, 2.307620526826865"
29802,22735,bus,Gambetta - Mairie du 20e,20,"48.86573702141554, 2.399128964369111"
29803,9114,bus,Verlaine,13,"48.827854785202675, 2.352338928410175"
29804,29415,bus,Ramus,20,"48.86134455643428, 2.400188280412633"
29805,29791,bus,Pont Neuf - Quai des Grands Augustins,6,"48.85592370175914, 2.340773247347753"
29826,463713,bus,Buffon - La Mosquée,5,"48.84107393010572, 2.355376596503232"
29832,39563,bus,Porte d'Auteuil - Métro,16,"48.84738502004012, 2.257238850463848"
29834,37529,bus,Château de Vincennes,12,"48.844115829452946, 2.4416459607960475"
29849,478426,bus,Les Cascades,16,"48.85819324432061, 2.2554491834109758"
29850,26570,bus,Hauteville,10,"48.87549938615692, 2.350083099950758"
29866,24981,bus,Faidherbe - Chaligny,12,"48.84977041401152, 2.3860944247074616"
29870,463682,bus,Gravelle - Reuilly,12,"48.8286663980707, 2.40467808898253"
29876,37538,bus,Les Halles - Centre Georges Pompidou,4,"48.86100923042759, 2.3497595341034554"
29879,420577,bus,Parc du Millénaire,19,"48.9017256060004, 2.372358997802648"
29886,42051,bus,Porte d'Orléans,14,"48.82313364356081, 2.324802271971096"
29898,463523,bus,Davout - Lagny,20,"48.84958168193687, 2.4111710887724285"
29899,464015,bus,Concorde,8,"48.86688733036349, 2.321563288632046"
29901,463580,bus,Gare de Lyon - Maison de la RATP,12,"48.843642790001944, 2.373371897656495"
29912,463637,bus,Vacassy - Santé publique,12,"48.822021629324624, 2.432757056766128"
29924,28996,bus,Turin - Batignolles,8,"48.882741800176724, 2.3245885192378806"
29926,26256,bus,Montrosier - Parmentier,17,"48.88178594872023, 2.2809112474398416"
29928,26757,bus,Montparnasse - Alencon,15,"48.844281687185905, 2.322293602915086"
29943,37128,bus,Porte d'Auteuil,16,"48.847694160654406, 2.2577795293446914"
29944,23640,bus,Parmentier - République,11,"48.86481274250115, 2.3749438671680894"
29946,464009,bus,Carrefour de Châteaudun,9,"48.875270693543996, 2.339519442092686"
29947,22984,bus,Réaumur - Sébastopol,3,"48.865672798752954, 2.3523322389107264"
29948,25400,bus,Friedland - Haussmann,8,"48.87470128038414, 2.3056459445266695"
29950,463965,bus,Glacière - Auguste Blanqui,13,"48.83095387729821, 2.343404859084921"
29953,23465,bus,Saint-Charles - Balard,15,"48.838711500750435, 2.2786988296477677"
29956,39769,bus,Hôpital Saint-Vincent de Paul,14,"48.83719526493298, 2.3352198045501606"
29958,39463,bus,Square du Temple,3,"48.86492292970215, 2.360056981661801"
29965,28017,bus,Amiral Mouchez,13,"48.821765427660374, 2.343983656769475"
29966,413164,bus,Route de la Muette,16,"48.87242859184703, 2.263943930694189"
29969,486214,bus,Lacaze,14,"48.82492091757899, 2.3307587738163043"
29972,463316,metro,Temple,3,"48.86668483217728, 2.361589378332189"
30031,40257,bus,Porte d'Orléans,14,"48.82384840624797, 2.325555779812386"
30039,492276,bus,Denfert-Rochereau - Arago,14,"48.834827786072196, 2.3332200745651663"
30043,492274,bus,Luxembourg,5,"48.845713182287895, 2.3402619614108855"
30045,492275,bus,Denfert-Rochereau - Arago,14,"48.834969016174, 2.332741439047022"
30057,470953,bus,Gare du Nord / La Fayette - Dunkerque,10,"48.879271170290984, 2.3557355629664842"
30391,492259,bus,Paris La Villette,19,"48.896215264232666, 2.3867197764467103"
30525,492185,bus,Gare de l'Est,10,"48.8757588322232, 2.358165015999328"
30894,28433,bus,Montparnasse 2 - Gare TGV,14,"48.83821167166809, 2.3176720564720594"
30942,488322,bus,Porte de Champerret,17,"48.885408315749835, 2.2941845239171954"
30948,36553,bus,Bastille - Faubourg Saint-Antoine,12,"48.85275010168265, 2.3710545956119295"
30952,34171,bus,Iéna,16,"48.865304981096166, 2.295193014016663"
30996,412355,metro,Funiculaire Gare haute,18,"48.88557568110428, 2.342538863675839"
31032,25261,bus,Bibliothèque François Mitterrand,13,"48.829212514822856, 2.3776864749007487"
31038,483873,bus,Volontaires - Lecourbe,15,"48.844061265554906, 2.307362277057298"
31056,37582,bus,Saint-Germain - Odéon,6,"48.85229053652637, 2.339183826962136"
31058,37833,bus,Stade Charléty - Porte de Gentilly,14,"48.81884405992346, 2.3442791805433143"
31071,463942,bus,Jouffroy d'Abbans - Villiers / Wagram,17,"48.883611283731845, 2.3052271394500954"
31073,26775,bus,Michel-Ange - Molitor,16,"48.845508878922715, 2.262171148807238"
31075,24004,bus,Michel-Ange - Auteuil,16,"48.847862887162286, 2.2647133532528314"
31077,36741,bus,Duroc,7,"48.8478083971345, 2.3161836971645737"
31081,28435,bus,Montparnasse - Cinémas,6,"48.84368310965857, 2.3245905505497455"
31082,463175,metro,Funiculaire Gare basse,18,"48.88469469942045, 2.342604533249601"
31083,28413,bus,Pont Mirabeau,16,"48.8476432321934, 2.2729199639889432"
31095,22715,bus,Rennes - Raspail,6,"48.84845926619921, 2.3278809443498965"
31102,41630,bus,Docteur Laurent,13,"48.82511076295825, 2.3571676349796378"
31111,39792,bus,Châtelet,4,"48.85752350084244, 2.3487944489071126"
31112,480103,bus,Denfert-Rochereau,14,"48.833316452707656, 2.3347652105401497"
31137,488628,bus,Porte d'Orléans,14,"48.82137475100808, 2.3254924360849794"
31138,488627,bus,Porte d'Orléans,14,"48.821973596831015, 2.3264244896977355"
31147,413167,bus,Porte de la Chapelle,18,"48.898114222481574, 2.359498944752803"
31148,460488,bus,Porte de Vanves,14,"48.82659322671052, 2.305428527312752"
31326,488383,bus,Suzanne Lenglen,15,"48.83306647733631, 2.2777143259508628"
31385,24814,bus,La Fayette - Poissonnière,9,"48.87797627139547, 2.3491113822672327"
31387,29438,bus,Victoires,2,"48.865950065191676, 2.340523681734792"
31389,25299,bus,Picpus,12,"48.84486492631416, 2.403075931888503"
31391,37703,bus,Dubrunfaut,12,"48.84062977935713, 2.390752868155288"
31403,37571,bus,Henri Chevreau,20,"48.86856380831271, 2.389035657182124"
31405,37525,bus,Oberkampf - Filles du Calvaire,11,"48.86252355339207, 2.3671744945938635"
