,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
1285,2000203,20,2003,11,"48.86175791024579, 2.4022432406056082"
1286,2000205,14,2003,28,"48.836844550220256, 2.3197622201099666"
1287,2000210,5,2003,6,"48.846303769935254, 2.3432100201433608"
1288,2000215,13,2003,15,"48.850799779680926, 2.3499089665541333"
1289,2000234,17,2003,33,"48.89240734023671, 2.303778568365931"
1290,2000237,19,2003,6,"48.87771203975173, 2.4016876005242347"
1291,2000254,20,2003,26,"48.85467452032919, 2.4032899179755245"
1292,2000256,19,2003,7,"48.87879002043535, 2.3924742125689527"
1293,2000268,12,2003,68,"48.848347179965664, 2.3892834312126627"
1294,2000280,19,2003,1,"48.878744029998174, 2.396147036018739"
1295,2000289,5,2003,17,"48.85288678958509, 2.3459052383261314"
1296,2000309,18,2004,22,"48.89723891958698, 2.3587192925732436"
1297,2000347,11,2004,2,"48.855903310056945, 2.378466117142549"
1298,2000351,14,2004,16,"48.82412434042844, 2.327181251592068"
1300,2000368,20,2004,3,"48.85503140963004, 2.4033563164706155"
1301,2000391,20,2004,44,"48.85454129005378, 2.3985709323850686"
1302,2000419,7,2004,9,"48.854948890387455, 2.3201784070293012"
1303,2000517,18,2005,71,"48.89702648044135, 2.3529189803985466"
1304,2000519,12,2005,21,"48.84960080999819, 2.384412439595742"
1306,2000572,20,2005,47,"48.85457922960733, 2.4031827454555486"
1307,2000598,9,2005,43,"48.88247513026669, 2.3347033764645877"
1308,2000649,5,2006,8,"48.852880959893966, 2.3455379593638432"
1309,2000659,18,2006,3,"48.88996645991509, 2.363962503348888"
1310,2000662,20,2006,8,"48.873030999789584, 2.3821345043426616"
1311,2000674,13,2006,27,"48.836964970386106, 2.3716578294691817"
1312,2000693,2,2006,3,"48.86868113983595, 2.345134960602459"
1313,2000702,18,2006,42,"48.890417320326996, 2.35433226949675"
1314,2000708,5,2006,17,"48.842745470185136, 2.344311247551862"
1315,2000716,12,2006,1,"48.845962640186414, 2.40455147710282"
1316,2000758,19,2006,4,"48.875831350057446, 2.400798435336979"
1317,2000786,18,2007,3,"48.89299468016974, 2.351553295404815"
1318,2000857,20,2007,17,"48.89927481029597, 2.381329369541394"
1319,2000873,16,2007,31,"48.86094787966298, 2.2763327023677276"
1320,2000924,13,2007,60,"48.82118124965461, 2.346231805548232"
1321,2000927,15,2007,11,"48.83842880957657, 2.288504065473066"
1322,2000935,18,2007,35,"48.8876538800896, 2.327166437422614"
1323,2000962,11,2007,1,"48.86959158003681, 2.3762891896556577"
1324,2000963,11,2007,28,"48.84999735973975, 2.3936399315945263"
1325,2001003,11,2007,9,"48.86862819982856, 2.379195650334742"
1326,2001048,10,2008,5,"48.87436935012517, 2.3717762563511258"
1327,2001082,18,2008,3,"48.88785783986182, 2.3373452624545954"
1328,2001094,15,2008,20,"48.84687181973224, 2.3058749846470397"
1329,2001099,19,2008,3,"48.89039465993682, 2.3827751515743434"
1330,2001108,14,2008,12,"48.83274881995059, 2.3166207425954766"
1332,2001131,15,2008,6,"48.842090000002955, 2.2957383654995622"
1333,2001132,16,2008,1,"48.850595720078225, 2.278154389536544"
1334,2001134,16,2008,4,"48.83684355005608, 2.2600736223239246"
1335,2001135,16,2008,4,"48.85015434980192, 2.276012240412879"
1336,2001151,12,2008,17,"48.850474859863354, 2.373979683633567"
1337,2001214,16,2008,5,"48.83691647964951, 2.2623328044845974"
1338,2001238,19,2008,3,"48.879139929758594, 2.388029555086693"
1339,2001256,10,2008,26,"48.872581539913355, 2.355308168481283"
1340,2001278,20,2008,2,"48.863231639849616, 2.4056418994501745"
1341,2001281,18,2008,5,"48.8890591901509, 2.3527812550888934"
1342,2001309,20,2009,9,"48.86361018969131, 2.3870818833189897"
1343,2001315,19,2009,11,"48.88848547030962, 2.3819201774339103"
1344,2001400,14,2009,7,"48.83474898013776, 2.3276306939962037"
1345,2001402,18,2009,10,"48.892377830397955, 2.3330287113265777"
1346,2001403,17,2009,23,"48.8856697297566, 2.323542689297094"
1348,2001463,13,2009,30,"48.83197473039649, 2.354148462599809"
1349,2001486,20,2009,1,"48.872716859568925, 2.379629491417388"
1351,2001539,18,2009,9,"48.88568714005142, 2.3648511636300724"
1352,2001540,10,2009,16,"48.87202968975264, 2.3663727683830067"
1353,2001551,15,2009,1,"48.83637751984348, 2.282732221560973"
1356,2001556,17,2010,4,"48.8934927997031, 2.321838868520993"
1357,2001563,12,2010,159,"48.84765730029713, 2.3997115686495283"
1358,2001595,15,2010,2,"48.846850610224905, 2.2900624814018027"
1359,2001605,18,2010,3,"48.88816568957948, 2.359689970450246"
1360,2001609,15,2010,15,"48.83865454997912, 2.3128318294309347"
1361,2001719,18,2010,16,"48.89505249991323, 2.33674341251576"
1362,2001632,1,2010,4,"48.86064725003837, 2.3456424015973543"
1363,2001641,20,2010,90,"48.854946649586495, 2.395952919419595"
1364,2001656,12,2010,1,"48.83311300015857, 2.4002863913644554"
1365,2001703,13,2010,4,"48.826382919971486, 2.3441403333945297"
1366,2001709,12,2010,6,"48.84619654034858, 2.386289808459763"
1368,2001832,13,2011,65,"48.83396155014951, 2.344934905620592"
1369,2001836,11,2011,11,"48.850490329928824, 2.387203330311575"
1370,2001872,18,2011,18,"48.89013883989671, 2.3414408623237484"
1371,2001880,2,2011,12,"48.86977392988019, 2.350438070227635"
1373,2001920,15,2011,24,"48.84479064043413, 2.287090225360559"
1374,2001931,15,2011,37,"48.8436177899586, 2.2793127085678617"
1375,2001942,18,2011,11,"48.89595662969026, 2.3286052174873655"
1376,2001957,4,2011,5,"48.85256978967677, 2.3604505525802053"
1377,2001967,5,2011,8,"48.84677556980945, 2.348858711340254"
1378,2002006,13,2011,87,"48.83850752969986, 2.3722346880636342"
1379,2002027,15,2011,26,"48.83879136975791, 2.2885516914843653"
1380,2002044,10,2012,66,"48.883521030067925, 2.3683706892279304"
1381,2002061,11,2012,44,"48.864003070376455, 2.3752916073406"
1382,2002076,5,2012,1,"48.84116427997695, 2.345543519020679"
1383,2002088,20,2012,11,"48.86739105012111, 2.4044872456646726"
1384,2002098,14,2012,14,"48.82499138039578, 2.330521148563326"
1385,2002105,15,2012,15,"48.837322400034964, 2.278440631492071"
1386,2002121,15,2012,2,"48.84121796965032, 2.296553886376863"
1387,2002124,4,2012,3,"48.855584459933326, 2.368288634508927"
1388,2002157,13,2012,21,"48.820927279678834, 2.371358057675928"
1390,2002192,15,2012,29,"48.842674500426995, 2.286694020490671"
1391,2002199,20,2012,4,"48.87473690977704, 2.3943935724067744"
1392,2002228,19,2012,13,"48.89350163987294, 2.3758795891068996"
1393,2002245,18,2013,55,"48.895559440032734, 2.3329423126592235"
1396,2002337,14,2013,75,"48.83642311969021, 2.3341509671648097"
1398,2002343,15,2013,14,"48.842873360272776, 2.2832186215868653"
1399,2002371,3,2013,1,"48.867433540081635, 2.358003157372093"
1400,2002381,12,2013,368,"48.84554479958956, 2.4127190721311598"
1401,2002398,17,2013,14,"48.886942819859584, 2.324368852333593"
1402,2002418,13,2013,181,"48.83850489027731, 2.3722162204351473"
1403,2002424,10,2013,11,"48.87149495045025, 2.3508255773247777"
1404,2002442,20,2013,120,"48.870113580221705, 2.3907301951419404"
1405,2002444,16,2013,5,"48.84137418987965, 2.265895057280868"
1407,2002487,6,2014,16,"48.85539411974833, 2.3386634570128795"
1410,2002619,18,2014,30,"48.89003087027808, 2.345417508653308"
1412,2002678,20,2015,3,"48.86660184955561, 2.394003356342169"
1415,2002730,15,2015,13,"48.84283552981119, 2.3018587065167555"
1416,2002733,16,2015,291,"48.83943776994695, 2.2549148563539303"
1417,2002736,20,2015,3,"48.849198880044526, 2.4054583936586384"
1418,2002751,20,2015,45,"48.869058720376465, 2.3915393129836033"
1419,2002779,12,2015,22,"48.84730326043118, 2.3850598184730165"
1421,2002809,4,2015,12,"48.85486897987124, 2.355302873279434"
1422,2002813,9,2015,2,"48.87252572016681, 2.3446383156766295"
1423,2002814,10,2015,57,"48.880507629566004, 2.367356768158683"
1424,2002824,13,2015,42,"48.82660452045191, 2.3691082825015735"
1425,2002830,14,2015,10,"48.83333774001237, 2.315546700425988"
1426,2002837,17,2015,9,"48.8913270699311, 2.318652021123052"
1427,2002971,17,2016,250,"48.896806509945144, 2.3128607622255704"
1428,2002990,13,2016,386,"48.824906090026694, 2.3481372236473614"
1429,2003048,14,2016,34,"48.84079251991627, 2.332627424592972"
1430,2003081,10,2017,17,"48.876349149882586, 2.352503183318441"
1431,2003097,4,2017,80,"48.84998237019905, 2.3632764513264877"
1432,2003104,14,2017,9,"48.829458989680624, 2.3279911872275645"
1433,2003106,17,2017,28,"48.88098595997994, 2.283262454487103"
1435,2003134,11,2017,18,"48.863082030406076, 2.3759685795036294"
1437,2003156,11,2017,1,"48.85661449980793, 2.3793950280371376"
1438,2003170,6,2017,13,"48.84423910967787, 2.3301323352822916"
1439,2003196,19,2017,1,"48.88688530980874, 2.385231123142554"
1440,2003224,6,2017,1,"48.85524175033412, 2.334893952589879"
1441,2003249,15,2017,380,"48.83149072997925, 2.305974692562012"
1442,2003274,6,2018,5,"48.854917019716474, 2.333846640487338"
1443,2003283,12,2018,1,"48.84935630015068, 2.377518975324024"
1445,2003334,18,2018,2,"48.89707906970538, 2.3448462544080275"
1446,2003399,13,2018,22,"48.82595235981768, 2.3462156604817923"
1447,2003410,18,2018,14,"48.88935595973697, 2.358158377342037"
1448,2003435,4,2018,1,"48.856303010247416, 2.350395478408966"
1449,2003476,11,2019,1,"48.86264339979978, 2.3789412304605166"
1450,2003488,17,2019,1,"48.89380528991967, 2.317757392430375"
1453,2003596,18,2020,5,"48.8958457804146, 2.3292942474988787"
1454,2003616,15,2020,80,"48.83100184032187, 2.3059191213698655"
1455,2003732,16,2020,16,"48.86879862956855, 2.286577739332656"
1456,2003843,19,2021,5,"48.88749858981898, 2.3732797763243916"
1457,2003853,15,2021,12,"48.83985129030421, 2.2936567742830363"
1458,2003952,18,2021,76,"48.89103308039677, 2.3530071321218395"
1459,CPE23,10,2021,32,"48.873362339685215, 2.354653645404587"
1460,CPE39,20,2021,48,"48.85020452986194, 2.4041164045594665"
1461,2003998,10,2022,31,"48.880675540419894, 2.365773381428094"
1464,CPE79,20,2022,52,"48.855230890279685, 2.4021910031501696"
1465,2004113,4,2023,38,"48.856841900114965, 2.350387587589516"
1466,2004123,8,2023,10,"48.88158239016276, 2.3224697695045786"
1467,2004127,11,2023,14,"48.8599739901933, 2.380601311116814"
1468,2004150,18,2023,155,"48.89875981033355, 2.3635069351539366"
1469,2004170,3,2023,16,"48.857077930250725, 2.3664474974548004"
1471,CPE85,10,2023,12,"48.87295025039717, 2.3723619751262155"
1472,CPE99,20,2023,16,"48.87253423999349, 2.3884362632055405"
1474,2004237,9,2024,14,"48.876617669764194, 2.345038130089331"
1475,2004239,5,2024,24,"48.8478693303428, 2.3470629026432532"
1477,2000004,3,2001,27,"48.86768209011518, 2.3571193024536106"
1478,2000022,15,2001,35,"48.83905411015439, 2.3060062930974743"
1479,2000060,3,2001,11,"48.86518380985198, 2.352176157275691"
1481,2000089,19,2002,40,"48.87922422044564, 2.3734572361498127"
1482,2000187,3,2002,27,"48.86383018965683, 2.3529072376512223"
1483,2000198,20,2003,50,"48.85690688023265, 2.3942815093275653"
1484,2000212,5,2003,5,"48.842058090061684, 2.3478587693836483"
1485,2000214,8,2003,22,"48.87662185036552, 2.3152776663682886"
1486,2000219,18,2003,19,"48.88555792976806, 2.3607834752680072"
1487,2000264,1,2003,17,"48.863077809685976, 2.3481561301679545"
1488,2000287,5,2003,19,"48.847102079724884, 2.3481444556350386"
1489,2000294,18,2003,12,"48.89011828990337, 2.358192365625457"
1490,2000320,6,2004,63,"48.85584202013196, 2.3340912070805775"
1491,2000328,10,2004,67,"48.88212244040069, 2.3613637063910624"
1492,2000343,19,2004,8,"48.87736400010601, 2.406233445528714"
1493,2000377,10,2004,2,"48.88301791028926, 2.3510740825950367"
1494,2000415,13,2004,15,"48.82136722963405, 2.3726653022473783"
1495,2000424,15,2004,4,"48.84417236030445, 2.319217757488754"
1496,2000443,12,2004,16,"48.84518196971586, 2.3976416360853245"
1497,2000472,12,2005,10,"48.845980019613805, 2.404393988257163"
1498,2000483,4,2005,1,"48.86137549987438, 2.350714336325656"
1499,2000509,20,2005,10,"48.869735370304035, 2.388892661519789"
1500,2000522,12,2005,42,"48.84099134980729, 2.3738827803371287"
1501,2000523,1,2005,2,"48.861435360355465, 2.3440442681810207"
1502,2000542,13,2005,11,"48.83792700955423, 2.3729956146517037"
1503,2000546,13,2005,64,"48.828802130205595, 2.3815504201841757"
1504,2000557,20,2005,20,"48.87129401024991, 2.3799317242267035"
1505,2000570,14,2005,20,"48.8398060700702, 2.3237846532199873"
1506,2000578,18,2005,13,"48.89000225981773, 2.3378514941685555"
1507,2000595,15,2005,156,"48.84368339017265, 2.2772106734412128"
1508,2000612,13,2006,4,"48.82703976958193, 2.358397334499702"
1509,2000661,20,2006,9,"48.86429691041057, 2.404185499396741"
1510,2000666,14,2006,3,"48.831056500281406, 2.3205983905655843"
1511,2000672,19,2006,44,"48.88858112013525, 2.3732337451234486"
1512,2000769,15,2007,13,"48.84529129970485, 2.319095647504645"
1513,2000773,17,2007,31,"48.89250717984804, 2.327089468356926"
1514,2000796,20,2007,1,"48.869087569722346, 2.3984865585335453"
1515,2000797,18,2007,5,"48.88466708987369, 2.3484526693803"
1516,2000863,18,2007,1,"48.889307219671544, 2.355143588486486"
1517,2000865,18,2007,1,"48.886090009956916, 2.339708837066736"
1518,2000877,15,2007,6,"48.841960239918045, 2.2802273095207912"
1519,2000886,15,2007,2,"48.84167198000151, 2.2797696034562387"
1521,2002659,13,2007,1,"48.826271679937406, 2.358114213490083"
1522,2001045,18,2008,9,"48.88542249020497, 2.3558563585066348"
1523,2001064,2,2008,20,"48.871190269976665, 2.3438599773459674"
1525,2001105,19,2008,6,"48.88719182018195, 2.3733766384970516"
1526,2001164,1,2008,16,"48.86029052994441, 2.3417524913853187"
1527,2001176,1,2008,5,"48.85822042976548, 2.3457240875886756"
1528,2001191,3,2008,43,"48.8585404497375, 2.361696055331796"
1529,2001209,10,2008,6,"48.87125356027197, 2.355030321184634"
1530,2001232,15,2008,2,"48.83023349955619, 2.2925026475419408"
1531,2001235,18,2008,3,"48.89305704038726, 2.351220127529641"
1532,2001259,15,2008,211,"48.83372590996306, 2.3102282884179983"
1533,2001265,11,2008,20,"48.85410969976332, 2.381787941570584"
1534,2001266,20,2008,5,"48.86787888984924, 2.3995651356279972"
1535,2001275,20,2008,7,"48.871224330131064, 2.3796829166457005"
1537,2001284,18,2008,13,"48.884607189828714, 2.35240062342936"
1538,2001288,17,2009,18,"48.886187330410834, 2.3125910560154628"
1539,2001310,13,2009,31,"48.83171563985219, 2.346358307334489"
1540,2001321,20,2009,11,"48.85340151992758, 2.406054765174855"
1541,2001347,8,2009,11,"48.87339276969874, 2.3239574535463685"
1542,2001350,3,2009,13,"48.86095982959877, 2.362822126300702"
1543,2001360,3,2009,3,"48.859175300321425, 2.366751485336214"
1544,2001380,11,2009,66,"48.85239763998863, 2.393186367278508"
1545,2001395,19,2009,95,"48.88923532028767, 2.3838815161682865"
1546,2001431,13,2009,5,"48.835673730256666, 2.346420513248227"
1547,2001416,18,2009,10,"48.88431683019819, 2.3547753465249337"
1548,2001430,13,2009,3,"48.832257820226204, 2.3578479026620722"
1549,2001437,20,2009,4,"48.85666109023822, 2.402203159354935"
1550,2001441,5,2009,12,"48.83917502015309, 2.349623730261816"
1551,2001455,10,2009,12,"48.86885569025345, 2.359255240565428"
1552,2001467,15,2009,29,"48.83206166969982, 2.29562376638157"
1553,2001520,13,2009,1,"48.82223715957171, 2.3507393183321956"
1554,2001546,18,2009,4,"48.89001995044289, 2.361191473330607"
1555,2001579,15,2010,2,"48.84262129963957, 2.2768798534156938"
1558,2001622,12,2010,1,"48.834137710037766, 2.4062530764410734"
1559,2001630,20,2010,103,"48.850466659841146, 2.405711356484642"
1560,2001663,15,2010,6,"48.841261129926735, 2.2977221886246326"
1561,2001685,14,2010,10,"48.83555367029864, 2.34020237466672"
1562,2001702,10,2010,1,"48.873339459868305, 2.3702779193458237"
1563,2001716,3,2010,10,"48.863026020265536, 2.361411757085583"
1564,2001718,10,2010,54,"48.87337510013696, 2.347988279408441"
1565,2001733,9,2010,30,"48.87410574018437, 2.3416275651126184"
1566,2001746,11,2010,13,"48.86044913999318, 2.3749230774746173"
1567,2001756,19,2010,12,"48.87857446962683, 2.389738585328446"
1568,2001800,18,2010,1,"48.88984628955472, 2.360388256681876"
1570,2001845,3,2011,4,"48.86308659963443, 2.3587328505206298"
1573,2001892,13,2011,1,"48.82626900013276, 2.3580956764634258"
1574,2001900,7,2011,20,"48.85575053971508, 2.306813057650326"
1575,2001903,12,2011,90,"48.837708579877926, 2.397020450507162"
1576,2001930,14,2011,13,"48.82856534019357, 2.3208406963628496"
1578,2001958,4,2011,37,"48.85572144990321, 2.3565278422516185"
1579,2001963,4,2011,24,"48.85473978996856, 2.3544025053970894"
1580,2001971,5,2011,37,"48.842044869695904, 2.349681552644931"
1581,2001983,3,2011,7,"48.85730260956236, 2.366078023476674"
1582,2001992,14,2011,97,"48.82824882020437, 2.3099319972686687"
1583,2001994,15,2011,57,"48.84177737960831, 2.282421440625858"
1584,2002004,20,2011,41,"48.86768075969994, 2.3868187641540564"
1585,2002026,16,2011,140,"48.84844398974758, 2.2744872372691067"
1586,2002029,11,2011,3,"48.86594309967307, 2.3745073800883163"
1587,2002053,18,2012,9,"48.8957116503141, 2.3587698985235"
1589,2002081,1,2012,11,"48.86169625976912, 2.349033428206151"
1590,2002116,17,2012,3,"48.88375074960099, 2.28805895543994"
1591,2002149,19,2012,2,"48.88722063976212, 2.3957712044655883"
1592,2002155,13,2012,24,"48.82095998027332, 2.3718542175302666"
1593,2002161,19,2012,6,"48.88693079966082, 2.386644559607367"
1594,2002185,20,2012,76,"48.857621529878216, 2.405466588510364"
1595,2002191,11,2012,52,"48.853920770057925, 2.393974522665392"
1596,2002306,19,2013,15,"48.88803604029387, 2.386490392605246"
1597,2002316,10,2013,29,"48.88017205032769, 2.3699546360778934"
1599,2002345,15,2013,101,"48.83188221026109, 2.307426301629646"
1601,2002387,13,2013,92,"48.825111150421776, 2.3876857632973585"
1602,2002401,19,2013,54,"48.875746519824744, 2.3995596632847844"
1603,2002486,6,2014,7,"48.85576976989651, 2.335268635648937"
1604,2002523,5,2014,1,"48.83990466986024, 2.340289405237559"
1605,2002589,3,2014,18,"48.86529151021499, 2.3561470736320826"
1606,2002612,16,2014,307,"48.8366089398595, 2.2591813656281152"
1607,2002713,10,2015,8,"48.87397138982993, 2.355910693599669"
1608,2002769,10,2015,43,"48.87310302042646, 2.362367503032879"
1609,2002782,13,2015,100,"48.82541626039926, 2.382880257513785"
1610,2002790,15,2015,28,"48.835484669768846, 2.2886994282847333"
1611,2002801,20,2015,1,"48.86783515011531, 2.4008491101347644"
1612,2002806,3,2015,39,"48.863184059812205, 2.3647779629943675"
1613,2002870,15,2015,32,"48.83210557999049, 2.2968321603671678"
1614,2002871,14,2015,17,"48.82666077010603, 2.3127695603850276"
1615,2002897,8,2016,22,"48.875666269835996, 2.307023308066884"
1620,2003074,1,2017,2,"48.8604624599155, 2.348550533041103"
1621,2003085,16,2017,25,"48.8445127203244, 2.2598703074932276"
1622,2003119,10,2017,67,"48.88202600958784, 2.349819812460311"
1623,2003123,15,2017,17,"48.84757844010921, 2.282847203054594"
1624,2003178,17,2017,31,"48.893987860283254, 2.3229267471675104"
1626,2003198,12,2017,6,"48.83813375989019, 2.402447819286401"
1627,2003204,9,2017,20,"48.881630509973284, 2.345697689432569"
