,id,arrondissement,annee_financement,nombre_logement,geo_point_2d
3160,2000667,20,2006,14,"48.86723203019665, 2.3874298406463623"
3161,2000680,13,2006,2,"48.83551365001033, 2.349951547666194"
3162,2000701,15,2006,43,"48.835878160061256, 2.288022450522219"
3163,2000737,11,2006,18,"48.86318628994569, 2.386280582585292"
3164,2000764,17,2006,3,"48.8943276003079, 2.3201330240246687"
3165,2000782,8,2007,8,"48.87442981968501, 2.3238048591705076"
3167,2000813,10,2007,17,"48.874343140116245, 2.3480644452223567"
3168,2000815,11,2007,6,"48.8537919601518, 2.3801536823884475"
3169,2000826,19,2007,41,"48.88703001007267, 2.3846329086336278"
3170,2000843,18,2007,10,"48.8936703196195, 2.342011245197399"
3171,2000848,18,2007,40,"48.88462269969524, 2.3641995082352483"
3173,2000885,15,2007,1,"48.82934117976557, 2.302685350040356"
3174,2000897,15,2007,39,"48.850484610288554, 2.290740131330237"
3175,2000936,10,2007,1,"48.878365780030265, 2.356465994492197"
3177,2000945,10,2007,19,"48.870964510450136, 2.3506202075181903"
3178,2000952,7,2007,14,"48.84900128964018, 2.320358104291279"
3180,2000975,18,2007,24,"48.88823093989988, 2.351671999218852"
3181,2000993,15,2007,16,"48.83006015980158, 2.3023814593711727"
3182,2001007,18,2007,6,"48.889968049910294, 2.3281114122236275"
3183,2001059,19,2008,104,"48.89902551002286, 2.3782729585051263"
3184,2001072,18,2008,15,"48.88985787965641, 2.3484222855410732"
3186,2001185,3,2008,6,"48.86188107036318, 2.3626971234272935"
3187,2001201,4,2008,10,"48.85699206985101, 2.3570366083850627"
3188,2001202,4,2008,8,"48.86059931030133, 2.3510380926062475"
3189,2001204,4,2008,7,"48.86079748023681, 2.351149957397773"
3191,2001221,11,2008,1,"48.85654368968705, 2.378985419471287"
3192,2001249,19,2008,142,"48.89930950980372, 2.3802779465623636"
3193,2001308,11,2009,14,"48.86192488986511, 2.3838417746496816"
3194,2001329,17,2009,18,"48.89094423992387, 2.3180907923704925"
3195,2001339,17,2009,4,"48.883767490056925, 2.2882654670895035"
3196,2001351,16,2009,51,"48.865583920237356, 2.2854160899639884"
3197,2001357,13,2009,14,"48.83020248029976, 2.370331770428446"
3198,2001397,15,2009,10,"48.84664866016947, 2.2954596675359333"
3199,2001495,20,2009,1,"48.871178250164874, 2.379518300540383"
3200,2001505,20,2009,3,"48.87097701994827, 2.3953760153327814"
3201,2001512,14,2009,12,"48.833698850377985, 2.323346249311106"
3202,2001573,15,2010,5,"48.84854100009289, 2.294494618138815"
3205,2001635,19,2010,16,"48.8757941902114, 2.3821643606186194"
3207,2001730,13,2010,60,"48.82703330033757, 2.3776982734604672"
3208,2001732,10,2010,22,"48.87065200040596, 2.368695869402965"
3209,2001734,18,2010,25,"48.88719980965708, 2.3585252340518816"
3210,2001736,15,2010,30,"48.84007399975313, 2.2850637264006703"
3211,2001816,20,2010,22,"48.872881790321024, 2.380354357995697"
3212,2001819,18,2010,9,"48.88705920992452, 2.352750487214941"
3218,2001894,18,2011,13,"48.88474069039826, 2.3411221214920235"
3220,2001939,17,2011,32,"48.89914175004836, 2.322246794256397"
3221,2001964,4,2011,36,"48.8549187200179, 2.353942659580133"
3222,2001969,5,2011,12,"48.84408581019433, 2.3493779493179034"
3225,2002020,19,2011,30,"48.886634320137816, 2.366896360517625"
3226,2002031,12,2011,4,"48.84804339999949, 2.3774922232612954"
3227,2002066,10,2012,35,"48.87963387024968, 2.3652177331415554"
3229,2002100,1,2012,20,"48.86325647033652, 2.3405092704575927"
3230,2002210,3,2012,13,"48.862670039834505, 2.356706346623667"
3231,2002213,11,2012,15,"48.86735194987897, 2.369191135341615"
3232,2002291,16,2013,1,"48.84675113960327, 2.2613288241555036"
3235,2002400,18,2013,49,"48.89443470013149, 2.346199983338962"
3236,2002404,20,2013,9,"48.86951501996459, 2.3929013214206782"
3237,2002410,20,2013,23,"48.85775937957567, 2.3994200401194647"
3238,2002439,19,2013,10,"48.88493977021459, 2.3800145599895215"
3239,2002476,20,2014,2,"48.86861523965079, 2.394222714491819"
3240,2002479,10,2014,37,"48.87132663006155, 2.3746950944557415"
3241,2002492,11,2014,1,"48.857114809956876, 2.3928885262646866"
3242,2002497,13,2014,10,"48.824600620168525, 2.357466787342957"
3243,2002560,16,2014,40,"48.85059893961259, 2.2781723963928573"
3244,2002561,16,2014,87,"48.84944225030035, 2.273444815376389"
3245,2002569,18,2014,103,"48.89925534007182, 2.3465422601863346"
3246,2002603,12,2014,23,"48.84582435991837, 2.380131970678845"
3247,2002636,10,2014,17,"48.8721176499034, 2.3504737646352205"
3248,2002686,10,2015,1,"48.873228589977884, 2.3706240681011574"
3249,2002729,15,2015,8,"48.833870679707694, 2.3077675924574628"
3250,2002743,19,2015,30,"48.89847053013888, 2.3720914316111776"
3251,2002767,4,2015,21,"48.84754112023529, 2.3650526635370106"
3253,2002789,15,2015,1,"48.84529428998219, 2.3191139591133694"
3254,2002858,6,2015,12,"48.84824807990326, 2.3249712703774894"
3257,2002928,17,2016,6,"48.8797516200432, 2.2962165396711516"
3258,2002952,13,2016,55,"48.83505754010155, 2.3713731796792503"
3259,2002954,15,2016,1,"48.84702881984306, 2.2893027331274753"
3261,2002972,1,2016,14,"48.866121959932464, 2.3373928374292556"
3262,2002976,6,2016,8,"48.84735747993869, 2.330888963275495"
3263,2002984,11,2016,60,"48.86003965998641, 2.3779901202555043"
3265,2003079,17,2017,13,"48.89259584044235, 2.32598558551127"
3266,2003088,20,2017,12,"48.87061597027626, 2.398904794076975"
3267,2003122,19,2017,1,"48.889924959664604, 2.377506992187585"
3268,2003165,15,2017,16,"48.84296677032309, 2.28127634934066"
3269,2003195,13,2017,7,"48.829678809826504, 2.3753566124555947"
3270,2003225,6,2017,4,"48.856179400406, 2.3373394813645594"
3272,2003286,15,2018,1,"48.85094062023809, 2.2939580875566725"
3273,2003421,20,2018,1,"48.86853661968497, 2.4107718635540536"
3274,2003319,11,2018,1,"48.854633279560815, 2.382236274435548"
3275,2003342,18,2018,26,"48.89997870012451, 2.3369186656535286"
3278,2003413,18,2018,25,"48.88324739976744, 2.339606670595532"
3281,2003458,13,2018,152,"48.83145124027786, 2.3688535393675254"
3282,2003471,14,2019,283,"48.833943890077414, 2.3125056463549423"
3284,2003503,18,2019,20,"48.895937059874186, 2.3457471871724747"
3285,2003518,13,2019,3,"48.821291749679744, 2.361911056391663"
3287,2003530,19,2019,4,"48.88050961986937, 2.397736602489446"
3289,2003669,18,2019,1,"48.88500531011039, 2.3513203193576846"
3292,2003644,11,2020,2,"48.869005449793605, 2.380239631454676"
3293,2003735,3,2020,40,"48.865767239974666, 2.35818406959794"
3296,2003812,7,2021,10,"48.85923114977128, 2.307849224230965"
3297,2003820,18,2021,17,"48.88860511029143, 2.347650317014046"
3298,2003827,12,2021,33,"48.845053710256586, 2.4035613839784773"
3299,CPE17,12,2021,54,"48.84302279004827, 2.38948360443579"
3300,CPE41,19,2021,24,"48.88527535019956, 2.366634937547648"
3301,CPE8,20,2021,139,"48.87251921017499, 2.4076440523909013"
3302,2003960,19,2022,27,"48.886382000096084, 2.3991653503406396"
3303,2003964,10,2022,1,"48.87389824034303, 2.370491104261963"
3305,2003985,17,2022,12,"48.89317196033655, 2.3196686363905474"
3306,2004031,11,2022,7,"48.865996999782375, 2.3835969726339443"
3307,2004048,13,2022,1,"48.82337352972089, 2.356571345262498"
3308,CPE56,5,2022,32,"48.84417536006238, 2.3503100534154804"
3309,CPE59,14,2022,69,"48.82205619019292, 2.3418722835050265"
3310,CPE75,15,2022,144,"48.84360513044143, 2.30549003850338"
3311,CPE77,18,2022,128,"48.885864919926995, 2.3612597973463014"
3312,CPE78,18,2022,23,"48.89447999012905, 2.3522870554716024"
3313,2004094,16,2023,15,"48.85809648032353, 2.282654287631847"
3314,2004107,12,2023,122,"48.84955633972903, 2.3873817400455524"
3315,2004130,19,2023,22,"48.888963559842445, 2.3758622615635177"
3317,2004168,16,2023,2,"48.84727297962925, 2.259945231346336"
3318,2004180,15,2023,17,"48.83409761028029, 2.294779213655984"
3319,CPE92,20,2023,25,"48.87168726016143, 2.394330570679385"
3320,2004198,15,2024,18,"48.83485232028263, 2.2840688644914"
3322,2004217,12,2024,44,"48.84234811960206, 2.4023521915102304"
3323,2004228,9,2024,13,"48.874179690213765, 2.3394158342338462"
3324,2004248,5,2024,91,"48.842070780140354, 2.348295950235197"
3326,2000019,19,2001,17,"48.87390254972288, 2.384492245613487"
3327,2000049,18,2001,21,"48.89743701008547, 2.3348326605624097"
3328,2000078,13,2001,20,"48.82354105956774, 2.3482457815836937"
3329,2000095,18,2002,14,"48.892943909723044, 2.328343454562832"
3330,2000114,7,2002,1,"48.854844919717955, 2.3247942625040183"
3331,2000144,19,2002,16,"48.88509916025585, 2.3666721365193273"
3332,2000175,18,2002,44,"48.891427519764534, 2.33675204427223"
3333,2000196,19,2003,16,"48.87557648993967, 2.38763461535732"
3334,2000201,15,2003,178,"48.85227743031893, 2.2886223451570324"
3335,2000226,18,2003,67,"48.88837661995492, 2.3260576583685295"
3336,2000233,9,2003,13,"48.88249473000108, 2.347772405330083"
3337,2000246,18,2003,14,"48.88796284000133, 2.3549629873387206"
3338,2000266,14,2003,100,"48.828900909952694, 2.3366869225347435"
3340,2000312,15,2004,11,"48.84996374020457, 2.2916523854191455"
3341,2000335,4,2004,16,"48.8498326003874, 2.3645395756186818"
3342,2000379,18,2004,24,"48.89407841029794, 2.33650490367477"
3344,2000450,12,2004,17,"48.83837893033729, 2.4015323264500257"
3345,2000491,15,2005,3,"48.844209500310235, 2.319063026021693"
3346,2000532,18,2005,3,"48.88907218039687, 2.3525387906329223"
3347,2000558,13,2005,9,"48.82304468039939, 2.356643394492651"
3348,2000573,15,2005,11,"48.82976946963067, 2.3016818642231165"
3349,2000580,20,2005,17,"48.85462750043652, 2.4032224381933447"
3350,2000613,11,2006,6,"48.850799260045385, 2.394949576061024"
3351,2000639,13,2006,102,"48.83125415984492, 2.353922533516417"
3352,2000650,10,2006,6,"48.88220601996389, 2.363716977568356"
3353,2000682,13,2006,52,"48.83001591041934, 2.350040167414855"
